years_of_experience,aerodynamics_score,technological_score,Leadership Score ,Leader,,,W1,W2,W3
15,21,7,334,0,,,,,
4,49,6,552,1,,,,,
19,13,2,239,0,,,,,
6,46,5,525,1,,,,,
13,15,9,278,0,,,,,
17,19,5,310,0,,,,,
13,39,6,497,1,,,,,
12,40,10,530,1,,,,,
17,6,4,173,0,,,,,
10,41,2,474,1,,,,,
10,50,3,571,1,,,,,
4,16,3,201,0,,,,,
11,23,9,348,0,,,,,
2,48,1,497,1,,,,,
6,41,5,475,1,,,,,
7,34,10,445,0,,,,,
19,33,1,432,0,,,,,
2,29,1,307,0,,,,,
20,6,7,209,0,,,,,
11,33,10,455,1,,,,,
15,12,4,223,0,,,,,
18,19,1,287,0,,,,,
2,48,9,553,1,,,,,
16,32,3,421,0,,,,,
10,12,3,191,0,,,,,
11,15,9,268,0,,,,,
4,50,4,548,1,,,,,
15,5,9,188,0,,,,,
13,8,7,194,0,,,,,
13,14,5,240,0,,,,,
1,32,5,360,0,,,,,
17,12,6,247,0,,,,,
12,28,5,375,0,,,,,
20,30,5,435,0,,,,,
11,17,9,288,0,,,,,
7,45,9,548,1,,,,,
12,27,2,344,0,,,,,
16,36,3,461,1,,,,,
15,37,5,480,1,,,,,
12,47,6,572,1,,,,,
12,28,5,375,0,,,,,
17,45,5,570,1,,,,,
20,37,6,512,1,,,,,
2,42,4,458,1,,,,,
18,19,4,308,0,,,,,
12,31,4,398,0,,,,,
9,11,2,169,0,,,,,
11,8,6,177,0,,,,,
18,30,9,453,1,,,,,
16,21,4,318,0,,,,,
4,33,7,399,0,,,,,
0,36,6,402,0,,,,,
11,8,6,177,0,,,,,
19,26,9,418,0,,,,,
16,43,9,573,1,,,,,
3,43,4,473,1,,,,,
13,17,9,298,0,,,,,
19,17,10,335,0,,,,,
0,14,6,182,0,,,,,
20,7,10,240,0,,,,,
13,10,1,172,0,,,,,
9,36,3,426,0,,,,,
16,7,1,157,0,,,,,
6,42,6,492,1,,,,,
19,42,8,571,1,,,,,
12,9,2,164,0,,,,,
18,18,5,305,0,,,,,
3,30,5,350,0,,,,,
12,27,1,337,0,,,,,
3,29,5,340,0,,,,,
10,18,8,286,0,,,,,
12,44,7,549,1,,,,,
12,15,7,259,0,,,,,
4,39,9,473,1,,,,,
17,11,8,251,0,,,,,
6,8,6,152,0,,,,,
10,9,6,182,0,,,,,
10,46,7,559,1,,,,,
15,50,2,589,1,,,,,
13,13,1,202,0,,,,,
17,17,4,283,0,,,,,
18,47,10,630,1,,,,,
10,39,7,489,1,,,,,
1,7,9,138,0,,,,,
6,31,10,410,0,,,,,
5,23,7,304,0,,,,,
3,44,1,462,1,,,,,
9,16,2,219,0,,,,,
18,40,1,497,1,,,,,
2,37,6,422,0,,,,,
11,37,7,474,1,,,,,
7,25,2,299,0,,,,,
15,47,6,587,1,,,,,
17,29,5,410,0,,,,,
17,5,10,205,0,,,,,
2,23,2,254,0,,,,,
17,38,10,535,1,,,,,
4,26,6,322,0,,,,,
12,34,8,456,1,,,,,
0,31,2,324,0,,,,,
3,10,9,178,0,,,,,
19,34,10,505,1,,,,,
8,39,2,444,0,,,,,
8,39,7,479,1,,,,,
11,16,8,271,0,,,,,
4,9,7,159,0,,,,,
19,13,3,246,0,,,,,
10,44,1,497,1,,,,,
1,24,3,266,0,,,,,
19,23,4,353,0,,,,,
10,9,7,189,0,,,,,
1,5,3,76,0,,,,,
16,25,7,379,0,,,,,
19,45,5,580,1,,,,,
6,12,6,192,0,,,,,
6,22,1,257,0,,,,,
4,45,4,498,1,,,,,
3,15,9,228,0,,,,,
12,23,4,318,0,,,,,
9,42,7,514,1,,,,,
5,16,7,234,0,,,,,
15,10,5,210,0,,,,,
8,34,4,408,0,,,,,
14,15,8,276,0,,,,,
10,11,3,181,0,,,,,
19,19,4,313,0,,,,,
6,36,4,418,0,,,,,
15,11,10,255,0,,,,,
14,50,1,577,1,,,,,
6,22,10,320,0,,,,,
11,19,10,315,0,,,,,
8,35,4,418,0,,,,,
3,50,5,550,1,,,,,
5,20,6,267,0,,,,,
6,17,7,249,0,,,,,
12,24,6,342,0,,,,,
8,6,3,121,0,,,,,
5,16,10,255,0,,,,,
17,26,1,352,0,,,,,
2,17,1,187,0,,,,,
3,44,7,504,1,,,,,
16,22,1,307,0,,,,,
19,24,10,405,0,,,,,
8,35,5,425,0,,,,,
4,17,4,218,0,,,,,
8,48,1,527,1,,,,,
17,45,9,598,1,,,,,
9,23,9,338,0,,,,,
4,21,6,272,0,,,,,
5,35,8,431,0,,,,,
0,23,5,265,0,,,,,
17,44,8,581,1,,,,,
13,10,10,235,0,,,,,
8,47,2,524,1,,,,,
0,47,9,533,1,,,,,
11,45,6,547,1,,,,,
14,13,10,270,0,,,,,
15,32,1,402,0,,,,,
8,33,5,405,0,,,,,
13,9,8,211,0,,,,,
13,23,2,309,0,,,,,
5,7,9,158,0,,,,,
10,31,7,409,0,,,,,
14,44,3,531,1,,,,,
20,19,6,332,0,,,,,
17,8,6,207,0,,,,,
18,41,9,563,1,,,,,
20,7,6,212,0,,,,,
20,34,8,496,1,,,,,
3,50,8,571,1,,,,,
13,46,1,532,1,,,,,
11,7,1,132,0,,,,,
12,44,1,507,1,,,,,
14,34,10,480,1,,,,,
2,11,4,148,0,,,,,
13,46,1,532,1,,,,,
4,23,2,264,0,,,,,
7,45,10,555,1,,,,,
20,23,8,386,0,,,,,
8,35,3,411,0,,,,,
16,8,6,202,0,,,,,
18,47,2,574,1,,,,,
0,9,2,104,0,,,,,
7,13,2,179,0,,,,,
7,27,6,347,0,,,,,
16,14,8,276,0,,,,,
3,24,9,318,0,,,,,
11,9,10,215,0,,,,,
13,14,3,226,0,,,,,
10,25,3,321,0,,,,,
19,40,4,523,1,,,,,
0,6,4,88,0,,,,,
1,36,5,400,0,,,,,
2,25,6,302,0,,,,,
19,42,7,564,1,,,,,
7,45,3,506,1,,,,,
4,23,10,320,0,,,,,
4,39,5,445,0,,,,,
17,14,5,260,0,,,,,
9,27,8,371,0,,,,,
16,30,5,415,0,,,,,
9,41,8,511,1,,,,,
12,21,6,312,0,,,,,
15,42,6,537,1,,,,,
13,43,8,551,1,,,,,
11,10,8,211,0,,,,,
7,36,4,423,0,,,,,
4,25,4,298,0,,,,,
7,8,2,129,0,,,,,
10,7,10,190,0,,,,,
19,26,3,376,0,,,,,
3,5,1,72,0,,,,,
13,19,9,318,0,,,,,
20,6,5,195,0,,,,,
13,23,6,337,0,,,,,
13,12,9,248,0,,,,,
14,36,2,444,0,,,,,
9,24,5,320,0,,,,,
5,28,9,368,0,,,,,
16,13,9,273,0,,,,,
16,29,7,419,0,,,,,
1,44,5,480,1,,,,,
15,8,2,169,0,,,,,
4,49,2,524,1,,,,,
13,13,1,202,0,,,,,
16,41,5,525,1,,,,,
17,36,4,473,1,,,,,
14,7,4,168,0,,,,,
12,28,5,375,0,,,,,
9,16,8,261,0,,,,,
10,19,2,254,0,,,,,
13,24,9,368,0,,,,,
2,22,8,286,0,,,,,
9,6,5,140,0,,,,,
20,45,5,585,1,,,,,
9,50,7,594,1,,,,,
14,14,8,266,0,,,,,
2,44,8,506,1,,,,,
8,20,2,254,0,,,,,
8,27,7,359,0,,,,,
18,30,5,425,0,,,,,
3,49,9,568,1,,,,,
3,44,8,511,1,,,,,
13,21,6,317,0,,,,,
20,48,7,629,1,,,,,
5,12,8,201,0,,,,,
12,35,10,480,1,,,,,
6,21,10,310,0,,,,,
17,26,9,408,0,,,,,
9,35,2,409,0,,,,,
2,41,9,483,1,,,,,
19,16,3,276,0,,,,,
7,29,1,332,0,,,,,
7,5,6,127,0,,,,,
9,7,6,157,0,,,,,
20,30,10,470,1,,,,,
6,7,7,149,0,,,,,
12,25,1,317,0,,,,,
6,12,5,185,0,,,,,
20,37,5,505,1,,,,,
16,27,2,364,0,,,,,
3,11,1,132,0,,,,,
7,27,4,333,0,,,,,
11,25,5,340,0,,,,,
11,34,4,423,0,,,,,
13,17,7,284,0,,,,,
9,15,6,237,0,,,,,
12,14,4,228,0,,,,,
2,25,5,295,0,,,,,
18,17,1,267,0,,,,,
13,10,3,186,0,,,,,
17,17,5,290,0,,,,,
6,29,2,334,0,,,,,
2,9,5,135,0,,,,,
16,22,1,307,0,,,,,
12,13,4,218,0,,,,,
12,46,1,527,1,,,,,
11,40,9,518,1,,,,,
10,35,7,449,0,,,,,
12,9,1,157,0,,,,,
7,28,6,357,0,,,,,
1,31,4,343,0,,,,,
1,36,3,386,0,,,,,
8,29,5,365,0,,,,,
3,21,2,239,0,,,,,
15,42,8,551,1,,,,,
16,5,10,200,0,,,,,
3,21,2,239,0,,,,,
3,28,3,316,0,,,,,
11,23,1,292,0,,,,,
3,31,6,367,0,,,,,
7,27,2,319,0,,,,,
0,28,6,322,0,,,,,
9,9,5,170,0,,,,,
11,11,6,207,0,,,,,
20,32,2,434,0,,,,,
10,41,1,467,1,,,,,
6,14,9,233,0,,,,,
17,13,1,222,0,,,,,
8,16,8,256,0,,,,,
4,24,8,316,0,,,,,
3,33,6,387,0,,,,,
3,32,2,349,0,,,,,
2,17,1,187,0,,,,,
15,46,8,591,1,,,,,
13,11,6,217,0,,,,,
16,26,5,375,0,,,,,
9,40,4,473,1,,,,,
16,36,4,468,1,,,,,
6,15,3,201,0,,,,,
14,49,5,595,1,,,,,
4,30,2,334,0,,,,,
15,14,2,229,0,,,,,
6,13,7,209,0,,,,,
12,36,6,462,1,,,,,
16,29,2,384,0,,,,,
16,41,4,518,1,,,,,
16,16,2,254,0,,,,,
5,42,10,515,1,,,,,
3,8,5,130,0,,,,,
5,8,10,175,0,,,,,
13,34,7,454,1,,,,,
10,17,6,262,0,,,,,
11,36,6,457,1,,,,,
8,18,7,269,0,,,,,
2,32,1,337,0,,,,,
8,47,7,559,1,,,,,
9,6,4,133,0,,,,,
7,7,6,147,0,,,,,
5,15,1,182,0,,,,,
16,23,6,352,0,,,,,
5,42,10,515,1,,,,,
3,34,6,397,0,,,,,
0,15,7,199,0,,,,,
3,21,3,246,0,,,,,
8,16,3,221,0,,,,,
15,37,5,480,1,,,,,
15,31,9,448,0,,,,,
10,40,2,464,1,,,,,
20,30,7,449,0,,,,,
9,31,5,390,0,,,,,
5,26,7,334,0,,,,,
13,11,1,182,0,,,,,
18,27,7,409,0,,,,,
13,46,9,588,1,,,,,
18,21,1,307,0,,,,,
12,26,8,376,0,,,,,
2,20,2,224,0,,,,,
16,26,8,396,0,,,,,
17,8,1,172,0,,,,,
6,50,5,565,1,,,,,
16,36,9,503,1,,,,,
9,33,1,382,0,,,,,
18,10,2,204,0,,,,,
7,50,4,563,1,,,,,
15,37,4,473,1,,,,,
7,45,8,541,1,,,,,
15,22,1,302,0,,,,,
18,47,1,567,1,,,,,
8,17,8,266,0,,,,,
8,32,3,381,0,,,,,
0,46,9,523,1,,,,,
9,34,10,455,1,,,,,
6,20,5,265,0,,,,,
18,9,3,201,0,,,,,
9,42,8,521,1,,,,,
2,40,2,424,0,,,,,
13,11,7,224,0,,,,,
1,47,7,524,1,,,,,
18,43,7,569,1,,,,,
16,32,3,421,0,,,,,
18,44,7,579,1,,,,,
0,10,10,170,0,,,,,
7,22,4,283,0,,,,,
12,23,3,311,0,,,,,
4,15,3,191,0,,,,,
2,29,2,314,0,,,,,
14,48,9,613,1,,,,,
6,37,9,463,1,,,,,
17,48,2,579,1,,,,,
14,16,4,258,0,,,,,
7,20,10,305,0,,,,,
4,24,2,274,0,,,,,
6,34,8,426,0,,,,,
16,33,3,431,0,,,,,
11,29,10,415,0,,,,,
20,32,2,434,0,,,,,
2,33,1,347,0,,,,,
20,49,3,611,1,,,,,
17,16,10,315,0,,,,,
1,48,9,548,1,,,,,
13,24,4,333,0,,,,,
14,32,6,432,0,,,,,
11,39,9,508,1,,,,,
3,26,8,331,0,,,,,
10,5,3,121,0,,,,,
3,6,8,131,0,,,,,
13,10,6,207,0,,,,,
4,17,5,225,0,,,,,
15,9,1,172,0,,,,,
18,12,7,259,0,,,,,
19,45,7,594,1,,,,,
13,12,7,234,0,,,,,
3,41,8,481,1,,,,,
13,28,8,401,0,,,,,
20,23,7,379,0,,,,,
3,40,4,443,0,,,,,
12,30,7,409,0,,,,,
15,27,4,373,0,,,,,
5,18,1,212,0,,,,,
5,12,8,201,0,,,,,
14,35,4,448,0,,,,,
17,36,1,452,1,,,,,
0,34,1,347,0,,,,,
19,24,3,356,0,,,,,
1,50,10,575,1,,,,,
5,10,3,146,0,,,,,
9,9,8,191,0,,,,,
13,12,6,227,0,,,,,
6,45,8,536,1,,,,,
6,43,10,530,1,,,,,
2,43,3,461,1,,,,,
2,47,3,501,1,,,,,
20,33,5,465,1,,,,,
10,28,2,344,0,,,,,
17,24,3,346,0,,,,,
7,24,10,345,0,,,,,
17,11,3,216,0,,,,,
17,15,1,242,0,,,,,
17,34,1,432,0,,,,,
14,17,9,303,0,,,,,
9,31,10,425,0,,,,,
9,50,9,608,1,,,,,
14,16,10,300,0,,,,,
12,8,5,175,0,,,,,
3,20,1,222,0,,,,,
18,41,5,535,1,,,,,
1,37,4,403,0,,,,,
4,40,3,441,0,,,,,
6,15,7,229,0,,,,,
6,42,9,513,1,,,,,
6,24,3,291,0,,,,,
9,42,2,479,1,,,,,
19,24,6,377,0,,,,,
5,39,9,478,1,,,,,
4,24,9,323,0,,,,,
16,31,4,418,0,,,,,
8,39,4,458,1,,,,,
16,11,9,253,0,,,,,
18,21,5,335,0,,,,,
8,30,3,361,0,,,,,
16,45,3,551,1,,,,,
2,12,3,151,0,,,,,
5,30,6,367,0,,,,,
8,31,5,385,0,,,,,
4,13,2,164,0,,,,,
0,37,6,412,0,,,,,
6,5,7,129,0,,,,,
15,42,9,558,1,,,,,
6,49,9,583,1,,,,,
17,35,5,470,1,,,,,
5,37,2,409,0,,,,,
14,50,4,598,1,,,,,
2,18,2,204,0,,,,,
18,10,8,246,0,,,,,
5,31,6,377,0,,,,,
12,22,6,322,0,,,,,
19,11,7,254,0,,,,,
2,47,4,508,1,,,,,
17,27,3,376,0,,,,,
14,20,2,284,0,,,,,
6,26,7,339,0,,,,,
19,8,6,217,0,,,,,
2,49,7,549,1,,,,,
1,9,8,151,0,,,,,
9,16,3,226,0,,,,,
16,9,6,212,0,,,,,
14,44,10,580,1,,,,,
8,6,1,107,0,,,,,
4,38,4,428,0,,,,,
10,22,9,333,0,,,,,
4,39,6,452,1,,,,,
2,15,7,209,0,,,,,
2,11,1,127,0,,,,,
5,22,7,294,0,,,,,
17,40,8,541,1,,,,,
8,45,2,504,1,,,,,
1,27,6,317,0,,,,,
7,46,3,516,1,,,,,
1,34,3,366,0,,,,,
5,9,4,143,0,,,,,
16,40,1,487,1,,,,,
14,23,6,342,0,,,,,
13,38,8,501,1,,,,,
7,19,7,274,0,,,,,
13,27,1,342,0,,,,,
3,35,2,379,0,,,,,
15,30,6,417,0,,,,,
13,23,10,365,0,,,,,
2,22,1,237,0,,,,,
2,42,4,458,1,,,,,
12,17,2,244,0,,,,,
5,40,1,432,0,,,,,
5,42,8,501,1,,,,,
8,11,4,178,0,,,,,
2,36,9,433,0,,,,,
16,48,5,595,1,,,,,
2,38,10,460,1,,,,,
9,49,10,605,1,,,,,
3,50,1,522,1,,,,,
5,38,7,454,1,,,,,
11,20,9,318,0,,,,,
15,30,6,417,0,,,,,
19,38,3,496,1,,,,,
20,47,2,584,1,,,,,
5,41,4,463,1,,,,,
13,25,1,322,0,,,,,
14,27,9,403,0,,,,,
7,27,5,340,0,,,,,
13,19,3,276,0,,,,,
19,16,6,297,0,,,,,
2,33,2,354,0,,,,,
8,47,9,573,1,,,,,
8,18,3,241,0,,,,,
16,15,6,272,0,,,,,
16,18,9,323,0,,,,,
13,20,2,279,0,,,,,
18,40,9,553,1,,,,,
16,13,7,259,0,,,,,
12,33,8,446,0,,,,,
5,24,3,286,0,,,,,
20,27,5,405,0,,,,,
3,7,3,106,0,,,,,
13,26,4,353,0,,,,,
0,46,8,516,1,,,,,
3,22,8,291,0,,,,,
14,46,4,558,1,,,,,
11,14,7,244,0,,,,,
3,19,3,226,0,,,,,
8,36,1,407,0,,,,,
6,28,3,331,0,,,,,
3,47,10,555,1,,,,,
8,32,5,395,0,,,,,
20,22,7,369,0,,,,,
11,12,1,182,0,,,,,
8,20,3,261,0,,,,,
19,32,4,443,0,,,,,
9,24,7,334,0,,,,,
7,24,3,296,0,,,,,
20,28,8,436,0,,,,,
16,20,6,322,0,,,,,
4,47,5,525,1,,,,,
1,9,6,137,0,,,,,
8,36,7,449,0,,,,,
0,21,3,231,0,,,,,
1,48,4,513,1,,,,,
16,18,10,330,0,,,,,
20,21,5,345,0,,,,,
17,30,1,392,0,,,,,
15,25,9,388,0,,,,,
20,18,3,301,0,,,,,
19,43,10,595,1,,,,,
12,11,10,240,0,,,,,
10,47,3,541,1,,,,,
19,26,6,397,0,,,,,
18,47,1,567,1,,,,,
16,34,9,483,1,,,,,
4,48,7,549,1,,,,,
13,5,7,164,0,,,,,
10,39,10,510,1,,,,,
6,49,7,569,1,,,,,
4,41,10,500,1,,,,,
5,43,10,525,1,,,,,
7,47,4,533,1,,,,,
2,43,4,468,1,,,,,
11,8,1,142,0,,,,,
15,14,10,285,0,,,,,
16,45,3,551,1,,,,,
16,22,9,363,0,,,,,
18,45,9,603,1,,,,,
6,49,7,569,1,,,,,
18,38,9,533,1,,,,,
10,10,6,192,0,,,,,
19,23,3,346,0,,,,,
11,34,2,409,0,,,,,
0,16,2,174,0,,,,,
10,15,3,221,0,,,,,
18,45,2,554,1,,,,,
8,10,2,154,0,,,,,
7,7,9,168,0,,,,,
6,21,5,275,0,,,,,
12,36,6,462,1,,,,,
19,5,5,180,0,,,,,
5,13,9,218,0,,,,,
10,32,4,398,0,,,,,
0,26,7,309,0,,,,,
13,16,8,281,0,,,,,
2,32,1,337,0,,,,,
4,48,1,507,1,,,,,
3,45,1,472,1,,,,,
5,23,1,262,0,,,,,
1,44,3,466,1,,,,,
2,25,9,323,0,,,,,
5,13,6,197,0,,,,,
11,33,8,441,0,,,,,
0,21,5,245,0,,,,,
9,45,8,551,1,,,,,
16,44,1,527,1,,,,,
9,12,8,221,0,,,,,
5,7,3,116,0,,,,,
15,26,3,356,0,,,,,
3,19,8,261,0,,,,,
14,19,2,274,0,,,,,
3,41,4,453,1,,,,,
20,24,8,396,0,,,,,
9,5,1,102,0,,,,,
19,31,10,475,1,,,,,
9,50,3,566,1,,,,,
4,15,5,205,0,,,,,
7,30,4,363,0,,,,,
18,42,9,573,1,,,,,
5,39,10,485,1,,,,,
20,30,3,421,0,,,,,
9,35,2,409,0,,,,,
4,21,10,300,0,,,,,
2,5,3,81,0,,,,,
1,18,6,227,0,,,,,
8,47,1,517,1,,,,,
6,28,3,331,0,,,,,
0,28,1,287,0,,,,,
0,18,5,215,0,,,,,
18,45,3,561,1,,,,,
18,9,3,201,0,,,,,
2,14,1,157,0,,,,,
4,46,5,515,1,,,,,
8,49,10,600,1,,,,,
18,36,3,471,1,,,,,
17,33,8,471,1,,,,,
11,29,9,408,0,,,,,
13,28,7,394,0,,,,,
4,28,9,363,0,,,,,
17,47,6,597,1,,,,,
4,6,4,108,0,,,,,
10,20,3,271,0,,,,,
3,7,3,106,0,,,,,
13,5,4,143,0,,,,,
20,43,4,558,1,,,,,
16,25,9,393,0,,,,,
18,5,5,175,0,,,,,
8,24,1,287,0,,,,,
10,8,10,200,0,,,,,
15,31,6,427,0,,,,,
5,24,2,279,0,,,,,
6,20,9,293,0,,,,,
8,18,3,241,0,,,,,
20,29,10,460,1,,,,,
12,23,5,325,0,,,,,
9,5,7,144,0,,,,,
11,48,2,549,1,,,,,
1,33,4,363,0,,,,,
10,49,6,582,1,,,,,
5,38,4,433,0,,,,,
14,48,6,592,1,,,,,
18,15,2,254,0,,,,,
6,49,8,576,1,,,,,
9,27,2,329,0,,,,,
8,14,6,222,0,,,,,
10,25,1,307,0,,,,,
7,10,1,142,0,,,,,
3,30,4,343,0,,,,,
2,6,10,140,0,,,,,
13,18,1,252,0,,,,,
9,42,2,479,1,,,,,
1,39,10,465,1,,,,,
15,32,4,423,0,,,,,
13,11,7,224,0,,,,,
1,38,3,406,0,,,,,
9,12,7,214,0,,,,,
6,50,3,551,1,,,,,
18,41,10,570,1,,,,,
19,42,7,564,1,,,,,
8,32,1,367,0,,,,,
13,15,10,285,0,,,,,
13,50,3,586,1,,,,,
20,26,10,430,0,,,,,
10,46,10,580,1,,,,,
17,28,9,428,0,,,,,
13,40,3,486,1,,,,,
6,8,7,159,0,,,,,
17,33,1,422,0,,,,,
8,26,4,328,0,,,,,
10,6,5,145,0,,,,,
18,30,4,418,0,,,,,
12,38,10,510,1,,,,,
15,47,5,580,1,,,,,
9,33,5,410,0,,,,,
2,46,10,540,1,,,,,
0,31,2,324,0,,,,,
12,16,9,283,0,,,,,
6,44,8,526,1,,,,,
12,44,9,563,1,,,,,
20,22,7,369,0,,,,,
10,44,9,553,1,,,,,
3,10,5,150,0,,,,,
9,7,3,136,0,,,,,
9,48,1,532,1,,,,,
10,30,4,378,0,,,,,
17,49,5,610,1,,,,,
12,20,2,274,0,,,,,
18,18,3,291,0,,,,,
20,26,3,381,0,,,,,
3,16,4,203,0,,,,,
13,38,10,515,1,,,,,
6,8,8,166,0,,,,,
10,18,8,286,0,,,,,
2,45,8,516,1,,,,,
4,36,5,415,0,,,,,
9,16,2,219,0,,,,,
11,25,6,347,0,,,,,
14,28,8,406,0,,,,,
14,29,9,423,0,,,,,
3,34,8,411,0,,,,,
20,7,10,240,0,,,,,
11,33,4,413,0,,,,,
9,5,6,137,0,,,,,
6,40,3,451,1,,,,,
20,10,8,256,0,,,,,
6,29,10,390,0,,,,,
11,40,4,483,1,,,,,
0,38,4,408,0,,,,,
4,8,6,142,0,,,,,
17,38,4,493,1,,,,,
5,43,1,462,1,,,,,
5,42,6,487,1,,,,,
3,15,10,235,0,,,,,
1,9,5,130,0,,,,,
9,9,9,198,0,,,,,
17,15,7,284,0,,,,,
3,9,5,140,0,,,,,
8,23,2,284,0,,,,,
19,22,1,322,0,,,,,
2,6,4,98,0,,,,,
10,49,4,568,1,,,,,
6,44,3,491,1,,,,,
6,6,8,146,0,,,,,
13,26,2,339,0,,,,,
9,46,6,547,1,,,,,
11,42,1,482,1,,,,,
2,24,1,257,0,,,,,
3,37,5,420,0,,,,,
16,45,3,551,1,,,,,
5,46,10,555,1,,,,,
12,49,4,578,1,,,,,
0,44,6,482,1,,,,,
20,50,3,621,1,,,,,
8,39,2,444,0,,,,,
5,43,2,469,1,,,,,
5,50,7,574,1,,,,,
9,38,9,488,1,,,,,
9,28,2,339,0,,,,,
8,8,10,190,0,,,,,
4,37,2,404,0,,,,,
10,44,2,504,1,,,,,
13,5,1,122,0,,,,,
10,46,9,573,1,,,,,
7,10,8,191,0,,,,,
13,14,8,261,0,,,,,
2,25,3,281,0,,,,,
16,41,1,497,1,,,,,
10,32,7,419,0,,,,,
19,18,10,345,0,,,,,
17,42,3,526,1,,,,,
13,7,8,191,0,,,,,
2,36,7,419,0,,,,,
13,29,9,418,0,,,,,
1,14,7,194,0,,,,,
6,5,9,143,0,,,,,
8,34,6,422,0,,,,,
14,40,3,491,1,,,,,
8,34,6,422,0,,,,,
13,50,3,586,1,,,,,
2,28,1,297,0,,,,,
20,45,5,585,1,,,,,
5,28,9,368,0,,,,,
8,18,8,276,0,,,,,
16,50,8,636,1,,,,,
13,18,10,315,0,,,,,
9,26,3,326,0,,,,,
15,7,1,152,0,,,,,
17,23,7,364,0,,,,,
6,13,4,188,0,,,,,
16,35,6,472,1,,,,,
4,13,7,199,0,,,,,
1,13,2,149,0,,,,,
6,44,5,505,1,,,,,
8,44,6,522,1,,,,,
17,8,5,200,0,,,,,
13,21,4,303,0,,,,,
18,47,6,602,1,,,,,
19,29,6,427,0,,,,,
4,26,7,329,0,,,,,
18,39,5,515,1,,,,,
15,24,8,371,0,,,,,
17,23,10,385,0,,,,,
7,24,8,331,0,,,,,
0,27,9,333,0,,,,,
0,28,10,350,0,,,,,
9,18,8,281,0,,,,,
6,40,5,465,1,,,,,
17,49,10,645,1,,,,,
4,38,5,435,0,,,,,
6,31,9,403,0,,,,,
12,6,9,183,0,,,,,
3,44,7,504,1,,,,,
18,43,8,576,1,,,,,
10,7,9,183,0,,,,,
1,41,5,450,0,,,,,
0,29,1,297,0,,,,,
20,43,9,593,1,,,,,
17,20,3,306,0,,,,,
18,39,2,494,1,,,,,
11,26,5,350,0,,,,,
6,30,8,386,0,,,,,
6,21,5,275,0,,,,,
10,23,2,294,0,,,,,
4,41,2,444,0,,,,,
19,10,1,202,0,,,,,
1,45,9,518,1,,,,,
5,14,5,200,0,,,,,
3,7,3,106,0,,,,,
6,22,3,271,0,,,,,
9,32,10,435,0,,,,,
8,39,10,500,1,,,,,
11,5,1,112,0,,,,,
5,19,1,222,0,,,,,
1,36,10,435,0,,,,,
11,44,8,551,1,,,,,
16,16,4,268,0,,,,,
4,42,10,510,1,,,,,
15,46,8,591,1,,,,,
5,37,10,465,1,,,,,
7,10,9,198,0,,,,,
18,14,3,251,0,,,,,
3,6,1,82,0,,,,,
14,17,5,275,0,,,,,
4,17,7,239,0,,,,,
14,48,5,585,1,,,,,
12,22,3,301,0,,,,,
5,30,4,353,0,,,,,
7,13,1,172,0,,,,,
6,28,6,352,0,,,,,
0,38,5,415,0,,,,,
10,49,5,575,1,,,,,
6,18,10,280,0,,,,,
16,39,6,512,1,,,,,
14,47,1,547,1,,,,,
20,36,8,516,1,,,,,
15,24,10,385,0,,,,,
19,31,8,461,1,,,,,
5,11,10,205,0,,,,,
5,5,4,103,0,,,,,
6,35,5,415,0,,,,,
17,21,3,316,0,,,,,
3,11,4,153,0,,,,,
11,24,8,351,0,,,,,
13,17,3,256,0,,,,,
4,25,7,319,0,,,,,
14,13,7,249,0,,,,,
6,32,4,378,0,,,,,
6,38,5,445,0,,,,,
2,11,2,134,0,,,,,
2,10,5,145,0,,,,,
19,44,10,605,1,,,,,
19,27,8,421,0,,,,,
15,21,7,334,0,,,,,
3,33,2,359,0,,,,,
19,21,2,319,0,,,,,
9,41,5,490,1,,,,,
17,23,4,343,0,,,,,
20,10,4,228,0,,,,,
17,42,7,554,1,,,,,
19,12,5,250,0,,,,,
11,20,9,318,0,,,,,
5,50,5,560,1,,,,,
14,24,1,317,0,,,,,
5,20,7,274,0,,,,,
5,50,4,553,1,,,,,
13,21,7,324,0,,,,,
12,50,5,595,1,,,,,
11,22,3,296,0,,,,,
8,40,4,468,1,,,,,
15,5,7,174,0,,,,,
17,24,7,374,0,,,,,
18,50,1,597,1,,,,,
6,32,2,364,0,,,,,
8,43,5,505,1,,,,,
14,49,5,595,1,,,,,
0,9,5,125,0,,,,,
19,11,9,268,0,,,,,
4,21,8,286,0,,,,,
19,23,8,381,0,,,,,
17,7,3,176,0,,,,,
7,27,5,340,0,,,,,
10,24,3,311,0,,,,,
5,40,7,474,1,,,,,
18,29,9,443,0,,,,,
15,37,7,494,1,,,,,
12,42,6,522,1,,,,,
1,39,6,437,0,,,,,
1,42,5,460,1,,,,,
2,37,6,422,0,,,,,
7,20,1,242,0,,,,,
6,31,6,382,0,,,,,
15,34,5,450,0,,,,,
7,33,8,421,0,,,,,
5,49,2,529,1,,,,,
4,43,2,464,1,,,,,
16,49,9,633,1,,,,,
12,7,10,200,0,,,,,
14,11,1,187,0,,,,,
5,39,9,478,1,,,,,
6,31,7,389,0,,,,,
12,40,9,523,1,,,,,
9,17,5,250,0,,,,,
11,39,1,452,1,,,,,
11,17,4,253,0,,,,,
2,13,4,168,0,,,,,
3,44,3,476,1,,,,,
10,26,3,331,0,,,,,
1,18,8,241,0,,,,,
